1.553714148707239229e+00,7.530484689900043804e+01,7.520107393360309089e-01
9.921013981438068896e+00,6.995736955470320595e+01,8.129366629794596566e-01
3.848810562679181757e+00,7.322472959931363334e+01,8.202136772598829229e-01
2.910082394461723232e-01,6.813956518243722371e+01,7.501526122458643808e-01
2.871740141380631606e+00,7.419023878854007137e+01,8.042506529477090327e-01
1.074205155018360358e+01,6.927702975863724077e+01,7.831752766121227172e-01
7.856842619112380799e-01,7.468953220941281756e+01,7.516333287722476442e-01
3.566439551109723105e+00,7.167313074258940730e+01,8.190379414100528166e-01
9.376639077010155532e+00,7.410897323926027980e+01,8.107269087517734452e-01
1.221724773938654307e+00,7.126933018695108046e+01,8.165709528658173788e-01
1.105013467045410280e+01,7.143403342402758938e+01,8.102736829115047001e-01
1.843902677124147793e+00,7.380301033725100979e+01,7.370374432682582633e-01
6.320680213953996152e+00,7.437532495053523007e+01,8.005984824162521996e-01
6.979065620967746852e+00,7.282724168048726199e+01,7.251618716544236953e-01
1.007102953942379742e+01,7.484091899924483471e+01,7.379376752792934369e-01
8.932419916732827758e+00,7.143638215707228767e+01,7.254433776001572021e-01
9.800593172342230375e+00,7.162608123328419651e+01,8.132834111444726677e-01
1.781718363337440936e+00,6.941067383315149186e+01,7.373411984913467165e-01
9.873042657810728429e+00,7.184836542945961924e+01,8.131351254735998957e-01
1.310263640790146233e+01,7.505703235004938279e+01,7.404418092638781479e-01
8.787733527862938487e+00,7.031907815622589908e+01,8.057396959823344140e-01
4.478551539669112458e+00,7.339554500480535637e+01,8.074027723387109390e-01
1.389197060514918469e+01,7.430415777953392364e+01,7.481121908590053771e-01
1.227283037627418238e+01,7.186299314202956623e+01,7.307429038142323474e-01
6.922918018494432779e+00,6.883038194810461619e+01,7.661726795658039268e-01
5.238832828786321727e+00,7.490787190186716771e+01,7.655771807932920670e-01
1.149585054969060849e+01,7.454738746824077111e+01,7.345025134461931060e-01
1.077533996437595576e+01,6.996245046746626883e+01,7.470930070416258451e-01
3.021825136979090054e+00,6.890671266969420117e+01,7.925185964851078069e-01
7.909883295417204252e+00,7.128356224524736717e+01,8.115847904705262295e-01
7.549004882232958735e+00,7.312505712939928060e+01,8.103125796553606319e-01
7.874973596093621353e+00,7.091139378485054579e+01,7.299567677870769655e-01
7.149753294324280972e+00,6.892790185174673923e+01,7.653055663573642420e-01
9.946319807247206768e+00,7.420136008066121747e+01,8.037653949203478199e-01
5.177538145134430891e+00,6.907433665771092990e+01,7.519293610341424294e-01
3.473446118118131309e+00,7.263382578511701126e+01,7.313532205852378842e-01
1.309478620272298599e+01,7.116656582765192240e+01,7.543523201417793311e-01
3.453762531280517578e+00,6.947027683258056641e+01,8.003753185272217685e-01
6.424252070953005989e-01,7.238156297454320054e+01,8.089392676382587410e-01
1.355155233604036269e+01,7.215100126572293959e+01,7.505292053301348965e-01
4.441277807262712152e+00,7.296492152240851681e+01,8.078315632195967044e-01
7.725935841935091197e+00,7.507828002918404309e+01,7.648652017003030323e-01
8.732840207762928131e+00,7.105236129401188805e+01,7.311437507492968280e-01
1.278577133055051540e+01,7.552781285871255079e+01,7.712347281441154223e-01
8.576861441492480864e+00,7.308993312616877347e+01,7.300013466015367047e-01
1.292714410206180986e+01,7.410716468842664995e+01,7.932349333614631126e-01
1.823036381010279872e+00,7.332185705643860274e+01,7.384443706805474683e-01
1.384414248138521586e+01,7.413959233163200224e+01,7.666762577545962465e-01
9.206481806898830555e+00,7.031737290781707372e+01,7.386006113167156162e-01
1.075390810055453628e+01,7.126707106878009768e+01,7.331279806807281529e-01
6.162935722214677448e+00,6.923897267812505163e+01,7.525280433589698337e-01
1.268591297281693464e+01,7.445634940735423868e+01,7.382824389506679186e-01
1.340049855407727364e+00,7.361741471936616676e+01,7.968808842283892080e-01
7.316751638969468452e+00,7.000133860275488473e+01,7.401482676766885094e-01
5.664031488053947960e+00,7.419755263455830629e+01,7.460407507606736655e-01
1.199165491810470385e+01,7.519375590026899658e+01,7.487324264711858746e-01
9.033572982451735456e+00,7.318773574123997605e+01,7.310811539410261295e-01
1.082223896276542696e+00,7.209733529279684205e+01,7.316889899615937054e-01
9.980541669430378349e+00,7.264798513402161007e+01,7.293635629357576589e-01
1.267066605478656882e+01,7.081419209507529899e+01,7.667067836914029932e-01
1.174964914399119920e+01,7.529790758530208450e+01,7.819974284300842404e-01
6.025585682278169486e+00,7.059950414176435629e+01,7.339553383347484639e-01
9.762615016157875303e+00,6.958063222763948374e+01,7.592890787241830530e-01
1.001788440484014586e+01,7.460831831113964085e+01,7.949771527198377097e-01
2.322013370043274350e+00,6.908041447734095186e+01,7.887329465844767906e-01
5.278692653050275574e+00,7.013838714724806778e+01,7.379188376385903414e-01
1.226515810202430501e+00,7.044369385429038743e+01,8.063536919399003633e-01
4.418546586294819889e+00,7.446137642117088262e+01,7.598706458886037574e-01
6.700526485782889452e+00,6.953030450410987839e+01,7.909980307444618441e-01
4.711662393653595071e-01,6.885684240312107818e+01,7.737466087544528914e-01
8.905521955638997511e+00,7.296109211492741053e+01,7.311511097924465741e-01
6.433721653109940597e+00,7.424472120160487520e+01,7.928570321090330220e-01
1.179187921667550754e+01,7.515120012990067266e+01,7.843397752432954562e-01
9.155443173425148018e+00,7.114796591340687826e+01,7.332231595556222281e-01
