9.749868329487064500e+00,7.180760643106920416e-01
1.819891929626464844e+00,8.141775369644165261e-01
8.665036268201976810e+00,7.242352996288963229e-01
9.368435040274004422e+00,8.142669992969362447e-01
1.313631162108094053e+01,8.004146587420080117e-01
1.181253255257765744e+01,8.088096708487779729e-01
1.243267339685469430e+01,7.272798382286829177e-01
9.296666420031336031e+00,8.119271728087890105e-01
3.503238753824839957e+00,7.297930764401677761e-01
1.006582975387573242e+01,8.115238189697265847e-01
1.041175223806858341e+01,7.276982817073951448e-01
1.331449923272228375e+01,7.942872798553043401e-01
5.450349028938457963e+00,7.298689786054055606e-01
5.788022279739379883e+00,8.101825475692749912e-01
1.338993906974792480e+01,7.920082092285156694e-01
7.930051088333129883e+00,8.101320505142212136e-01
8.074221317823626620e-01,7.323358226150290529e-01
1.377534866333007812e+01,7.416987657546997292e-01
1.299815009517357822e+01,7.327506870983656606e-01
4.051790345890876388e+00,8.077327190450859229e-01
1.084597725004010904e+01,7.296017660963404206e-01
1.419324182866961603e+00,8.062615408420568119e-01
1.108675274795898780e+01,7.297164606204032955e-01
2.307308489252557493e+00,8.076775461858243244e-01
2.555590865788805566e+00,7.333729713866995459e-01
9.554077912235385384e+00,8.080241310991140846e-01
2.753095554907540432e+00,7.343750859251929608e-01
8.292806487327437637e-01,7.348688367919511411e-01
4.750207849367431123e+00,7.333148943047419488e-01
1.226180695614656813e+01,7.321093698188372301e-01
1.185439256196004720e+01,8.029639260032483961e-01
1.198209762573242188e+01,8.028144121170044389e-01
9.180769868255307387e-01,8.050647367806886834e-01
1.375376741199329800e+01,7.470914387879801222e-01
4.843539405008483456e-01,7.359527053268860586e-01
1.369249820709228516e+00,7.358798265457153764e-01
2.931616838576489137e+00,7.360779752754030847e-01
6.443773493138801101e+00,7.336182985408026269e-01
6.289264483425318630e-01,7.361289962185445512e-01
1.390469652933609268e+01,7.583724900451187523e-01
1.541525182436993824e-01,8.035718634476003430e-01
3.426505334209367648e-02,8.039333561965117392e-01
1.560342069241539509e+00,7.363199556358627218e-01
1.303771178337069792e+01,7.921204115021076575e-01
5.942982435226440430e+00,8.054914951324463335e-01
5.018986284056133229e+00,8.049602123900381212e-01
1.021242862033212351e+00,8.037122941186705116e-01
5.321046680218742608e+00,8.047621203173294102e-01
3.717674016952514648e+00,8.051099538803101474e-01
8.520690202713012695e+00,7.335932016372680442e-01
1.172959978921173629e+01,7.334414695982087729e-01
8.093993392400175679e+00,8.059275108699601731e-01
5.005463987746656684e+00,7.353342566137512915e-01
1.244302327345509340e+01,7.348183734372257803e-01
9.463197774699619202e+00,7.334843914446340651e-01
1.187445759773254395e+01,8.005580663681031162e-01
1.059643030166625977e+01,7.334873437881469505e-01
1.017837939749678178e+01,8.045703917806210637e-01
3.873264824026707576e+00,8.045782712248621404e-01
1.194894908556797120e+01,7.997697176905231853e-01
