6.871416183041574754e+01,8.089242968662444522e-01
7.476505831935165247e+01,8.017844024691846982e-01
7.111902479323637749e+01,8.219986079062134854e-01
6.809903776378530438e+01,7.860990446897863082e-01
7.295350066373498521e+01,7.226316448415295302e-01
7.080113043404851680e+01,8.199533191220713668e-01
6.816790694335998069e+01,7.846308569620070728e-01
7.079746790701460668e+01,8.191830495031497961e-01
7.046671814393550903e+01,8.168619783019872571e-01
6.903151867742735703e+01,8.035946921525158881e-01
7.170517636056558786e+01,8.194429024798566275e-01
7.360113211349862183e+01,7.300508898308082362e-01
7.001006110202183663e+01,8.135169985669656878e-01
6.818749424979540663e+01,7.737111847047537516e-01
6.820440638202094874e+01,7.717644368186620252e-01
7.487954374488718656e+01,7.827448179226689229e-01
7.272125963015950845e+01,7.257262101113317598e-01
7.092582312235137465e+01,7.250432545340924628e-01
6.894226040373916931e+01,7.434722536075778487e-01
7.408630684878660588e+01,7.403087955057392477e-01
7.467385207055427543e+01,7.866857120638439671e-01
6.838136633675942733e+01,7.655768704418556281e-01
6.860245011716726538e+01,7.873125132140812443e-01
7.044316893337037300e+01,7.280514133363874540e-01
7.430414883699421580e+01,7.956527227811668324e-01
7.463239173662927328e+01,7.855286857151886348e-01
7.295027461097754440e+01,8.108473347512270557e-01
7.473191923626403366e+01,7.797541787813111469e-01
6.933948577241085331e+01,7.395701859705664516e-01
7.399471904657028176e+01,7.992068589786891497e-01
7.471376760529696526e+01,7.626197990566607743e-01
7.471805088294378550e+01,7.652844563458376381e-01
6.869101382540640088e+01,7.561797486173315042e-01
7.467031297902224196e+01,7.776051122583814701e-01
7.462122663460121430e+01,7.613340993940741486e-01
7.468833942350585176e+01,7.698621221573503925e-01
7.468574895380041312e+01,7.709724179453170123e-01
7.325552594301370846e+01,7.343538146985431059e-01
6.900208912063482103e+01,7.919682598692548980e-01
6.892490492651033662e+01,7.508849875331609081e-01
6.974821632647081060e+01,7.370187186186851758e-01
6.901797223776243584e+01,7.487486710558395320e-01
7.088306467750405204e+01,7.294006107891535251e-01
6.973171158588769458e+01,7.375566580371437642e-01
6.882340450127294673e+01,7.550970337723754700e-01
7.406302441766325728e+01,7.466532428958176926e-01
7.007006930630552688e+01,8.058019567434446806e-01
7.351010162044048002e+01,7.383096711367033160e-01
7.455026550317428757e+01,7.772164342776066714e-01
7.146154083651455835e+01,7.290519548805087791e-01
6.983670153864304098e+01,7.374512166334901142e-01
7.415090725792074977e+01,7.490960592659714479e-01
7.456719959099888229e+01,7.718223488714581748e-01
6.967311584250025192e+01,8.007159238475696217e-01
6.887244448736092295e+01,7.835776149238915522e-01
6.882763688046931350e+01,7.813484197549454002e-01
6.999262967762663834e+01,7.369031399836037943e-01
6.873697450900694150e+01,7.732593865024037783e-01
6.920424775511409621e+01,7.924733933813314923e-01
7.312696933746337891e+01,8.049039125442505327e-01
7.449974967777740176e+01,7.728727318773187527e-01
6.943003368463052993e+01,7.963249814212782773e-01
7.386294200605347271e+01,7.951471744954911047e-01
7.091893259095859037e+01,8.090033201868971346e-01
7.445448256380745988e+01,7.744016974707951251e-01
7.400167079840883844e+01,7.922027848230199787e-01
7.395404219454424322e+01,7.478871626919465498e-01
7.027225345965533165e+01,7.355673878841195723e-01
7.210736155631366273e+01,8.093280528546915598e-01
7.388050209754526065e+01,7.941329950042754771e-01
6.916717704513536091e+01,7.896253752773334522e-01
6.881444106126808435e+01,7.728160259447072189e-01
7.023088768691688699e+01,7.362511545763736898e-01
7.417313410911962990e+01,7.539299844513127624e-01
7.440880972221124523e+01,7.749137573747562069e-01
7.036372759630329199e+01,8.054102379317185090e-01
7.433603244194063109e+01,7.800277869797294095e-01
7.203985218148875447e+01,7.318414601930816055e-01
7.066760544280887757e+01,7.338181038512545662e-01
7.388239062986014005e+01,7.478306803973966410e-01
7.055121861179372900e+01,8.061847470004450678e-01
7.183566593696217240e+01,8.090708272006444934e-01
6.996743447098970137e+01,7.392666224879340664e-01
7.249798200141850657e+01,8.071539740099442639e-01
7.063376960772397695e+01,8.065696509315595231e-01
7.269408830954651535e+01,8.061132024562700504e-01
7.418181419372558594e+01,7.850007534027099165e-01
7.402466025566263852e+01,7.512817539053930904e-01
7.387619818949741557e+01,7.927324545011114054e-01
7.010287858516980464e+01,8.026340189529983515e-01
7.064295375387311537e+01,7.343452293427279454e-01
7.353460788116107949e+01,7.426516606966321321e-01
7.099766251170720466e+01,7.329204896781892353e-01
7.422917395037293886e+01,7.823722067557870030e-01
7.351416800154134989e+01,7.981309734552495261e-01
7.393710204468288794e+01,7.908773282144345718e-01
6.976498916600164080e+01,7.984975617029760331e-01
7.399235730824862856e+01,7.894068450782963930e-01
6.911091376964310484e+01,7.556376689086591325e-01
7.429315149678797070e+01,7.779647466276899959e-01
7.408795110551839969e+01,7.542125364722787051e-01
6.902818496140415050e+01,7.589757088674984331e-01
7.316894954063820933e+01,8.016870038900500983e-01
6.927881396153441074e+01,7.512217687379174613e-01
6.977051234416367720e+01,7.980974262356204108e-01
7.062143161920269563e+01,8.056377820186111371e-01
6.895785044113961249e+01,7.634997365065810948e-01
7.055911075734817928e+01,8.052612034623900517e-01
